practice_name,address,city,state,zip,medicare_date,phone_number
MEDMARK TREATMENT CENTERS OF PENNSY,1037 COMPASS CIR,Greensburg,Pennsylvania,15601-2786,6/16/2020,7248341144
ROCK HILL TREATMENT SPECIALISTS,1274 E MAIN ST,Rock Hill,South Carolina,29730-5948,1/1/2020,8035267666
GOLDEN GLADES TREATMENT CENTER,100 NW 170TH ST,North Miami Beach,Florida,33169-5510,6/1/2020,7867850585
CODAC INC,600 PAWTUCKET AVE,Pawtucket,Rhode Island,02860-6059,3/1/2020,4018086278
BAYMARK HEALTH SERVICES OF WEST VIR,2112 F ST NW,Washington,District of Columbia,20037-2722,8/24/2021,2022964455
AEGIS TREATMENT CENTERS LLC,6500 MORRO RD,Atascadero,California,93422-4142,1/1/2020,8054615212
OPERATION PAR INC,"7720 WASHINGTON ST, STE 103",Port Richey,Florida,34668-6540,1/1/2020,7278161200
FORT HELP MISSION INC,1101 CAPP ST,San Francisco,California,94110-4697,1/1/2020,4158211427
"RAINBOW RECOVERY CENTER, INC.",912 E STATE ST,Sharon,Pennsylvania,16146-3361,12/1/2020,7242695130
"OKLAHOMA TREATMENT SERVICES, LLC",5401 SW 29TH ST,Oklahoma City,Oklahoma,73179-7602,3/26/2020,4056867828
"ATS OF NORTH CAROLINA, LLC",2 MCDOWELL ST,Asheville,North Carolina,28801-4104,1/1/2020,8282256050
MISSION TREATMENT SERVICES INC,1905 APPLE ST,Oceanside,California,92054-4455,1/1/2020,7605471280
"VCPHCS XIX, LLC",58 CARRIAGE HOUSE DR,Jackson,Tennessee,38305-3933,1/1/2020,7316600880
"CHATHAM RECOVERY, PLLC",1758 E 11TH ST,Siler City,North Carolina,27344-2845,1/1/2020,9196633303x1502
"TREATMENT CENTERS, LLC",1301 NATIONAL HWY,Thomasville,North Carolina,27360-2317,1/1/2020,3364728230
"TREATMENT CENTERS, LLC",1504 JAKE ALEXANDER BLVD W,Salisbury,North Carolina,28147-1213,1/1/2020,7046458539
"TREATMENT CENTERS, LLC",310 MURPHY DR,Lexington,North Carolina,27295-2100,1/1/2020,3362241919
"TREATMENT CENTERS, LLC",4437 MAIN ST,Shallotte,North Carolina,28470-4451,1/1/2020,9107544449
"TREATMENT CENTERS, LLC",4949 ALBEMARLE RD,Charlotte,North Carolina,28205-6629,1/1/2020,7045324262
BAART COMMUNITY HEALTHCARE,1941 S 42ND ST,Omaha,Nebraska,68105-2946,1/1/2020,4023416220
MATHERS RECOVERY LLC,420 AIRPORT RD,Elgin,Illinois,60123-9329,1/1/2020,8154449999
"SUNRISE TREATMENT CENTER, LLC",1435 CINCINNATI ST,Dayton,Ohio,45417-4614,1/1/2020,5139414999
BROOKDALE HOSPITAL MEDICAL CENTER,880 BERGEN ST,Brooklyn,New York,11238-3301,3/16/2021,7186134340
"CONIFER PARK, INC",600 FRANKLIN ST,Schenectady,New York,12305-2100,1/1/2020,5183727031
"ATS OF NORTH CAROLINA, LLC",20 PAGE DR,Pinehurst,North Carolina,28374-8847,1/1/2020,9102359090
COUNTY OF SANTA CLARA,2101 ALEXIAN DR,San Jose,California,95116-1901,7/6/2020,4082726510
MILWAUKEE HEALTH SERVICES SYSTEM LL,3707 N RICHARDS ST,Milwaukee,Wisconsin,53212-1673,1/1/2020,4149677012
LIBERATION PROGRAMS INC,117 MAIN ST,Stamford,Connecticut,06901-2818,1/1/2020,2033561980
BAART BEHAVIORAL HEALTH SERVICES IN,908A W CHANDLER BLVD,Chandler,Arizona,85225-4903,1/1/2020,4808990200
IMPERIAL VALLEY MEDICAL CLINIC INC,200 S 5TH ST,El Centro,California,92243-3013,1/1/2020,7604820864
JANUS OF SANTA CRUZ,284 PENNSYLVANIA AVE,Watsonville,California,95076-3768,1/1/2020,8313194200
METRO TREATMENT OF MO LP,3935 SHERMAN AVE,Saint Joseph,Missouri,64506-3649,3/10/2023,4073517080
AEGIS TREATMENT CENTERS LLC,541 S HAM LN,Lodi,California,95242-3530,1/1/2020,2092248940
"NKY MED, LLC",1717 MADISON AVE,Covington,Kentucky,41011-3330,1/1/2020,2708878333
BRIGHTVIEW LLC,209 RESEARCH DR,Chesapeake,Virginia,23320-9999,11/1/2021,8335104357
CROSSROADS TREATMENT CENTER OF LOUI,1700 CARGO CT,Louisville,Kentucky,40299-1938,1/1/2020,8008056989
HOLYOKE CAPITAL JV LLC,1233 MAIN ST,Holyoke,Massachusetts,01040-5381,1/1/2022,4132640819
THE PATRICIA HALL TALBOTT LEGACY CE,1821 W BROADWAY AVE,Maryville,Tennessee,37801-5511,9/30/2021,8657240852
CREDO COMMUNITY CENTER FOR TREATMEN,595 W MAIN ST,Watertown,New York,13601-1335,1/1/2020,3157881530
ADDICTION RESEARCH AND TREATMENT IN,539 N VAN NESS AVE,Fresno,California,93728-3419,1/1/2020,5592669581
PORT HEALTH SERVICES,1309 TATUM DR,New Bern,North Carolina,28560-4314,1/1/2020,2526728742
HAMPTON ROADS CLINIC,2712 WASHINGTON AVE,Newport News,Virginia,23607-3920,1/1/2020,7572405223
AEGIS TREATMENT CENTERS LLC,1235 MCHENRY AVE,Modesto,California,95350-5370,1/1/2020,2095274597
MCLEOD ADDICTIVE DISEASE CENTER INC,636 SIGNAL HILL DRIVE EXT,Statesville,North Carolina,28625-4774,1/4/2020,7048712992
COMMUNITY MEDICAL SERVICES MONTANA,2521 E MOUNTAIN VILLAGE DR,Wasilla,Alaska,99654-7373,1/1/2020,9072903760
REDISCOVER,1000 E 24TH ST,Kansas City,Missouri,64108-2776,1/1/2020,8162468000
REDISCOVER,5904 E BANNISTER RD,Kansas City,Missouri,64134-1141,1/1/2020,8169660900
BRIGHTVIEW,2202 MARTIN LUTHER KING JR BLVD,Paris,Kentucky,40361-9999,3/17/2023,8335104357
BRIGHTVIEW,4135 DIXIE HWY,Elsmere,Kentucky,41018-9999,3/17/2023,8335104357
BRIGHTVIEW,506 N MAIN ST,Nicholasville,Kentucky,40356-9999,3/17/2023,8335104357
BRIGHTVIEW LLC,1012 E PERKINS AVE,Sandusky,Ohio,44870-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,1090 HOSPITAL DR,Batavia,Ohio,45103-9999,4/1/2020,5138347063
BRIGHTVIEW LLC,115 S WOOSTER AVE,Dover,Ohio,44622-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,126 E 2ND ST,Chillicothe,Ohio,45601-9999,4/1/2020,5138347063
BRIGHTVIEW LLC,1405 11TH ST,Portsmouth,Ohio,45662-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,1445 WEST MAIN ST,Newark,Ohio,43055-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,1505 N COLE ST,Lima,Ohio,45801-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,1750 GRANVILLE PIKE,Lancaster,Ohio,43130-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,1830 W HIGH ST,Piqua,Ohio,45356-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,1924 E MARKET ST,Warren,Ohio,44483-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,201 N YELLOW SPRINGS ST,Springfield,Ohio,45504-9999,4/1/2020,5138347063
BRIGHTVIEW LLC,2210 S RIDGE RD E,Ashtabula,Ohio,44004-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,2572 MAPLE AVE,Zanesville,Ohio,43701-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,324 PIKE ST,Marietta,Ohio,45750-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,3545 LINCOLN WAY E,Massillon,Ohio,44646-9999,4/1/2020,5138347063
BRIGHTVIEW LLC,3768 E MAIN ST,Whitehall,Ohio,43213-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,421 HOME ST,Georgetown,Ohio,45121-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,485 W MAIN ST,Wilmington,Ohio,45177-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,5108 SANDY LN,Fairfield,Ohio,45014-9999,4/1/2020,5138347063
BRIGHTVIEW LLC,560 N MAIN ST,Marion,Ohio,43302-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,580 PARK AVE W,Mansfield,Ohio,44906-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,5850 RIDGE RD,Parma,Ohio,44129-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,6527 COLERAIN AVE,Cincinnati,Ohio,45239-9999,4/1/2020,5138347063
BRIGHTVIEW LLC,8120 GARNET DR,Dayton,Ohio,45458-9999,4/1/2020,5138347063
BRIGHTVIEW LLC,930 TRAILWOOD DR,Boardman,Ohio,44512-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,974 N 21ST ST,Newark,Ohio,43055-9999,4/1/2020,8335104357
BRIGHTVIEW LLC,999 N MAIN ST,Akron,Ohio,44310-9999,4/1/2020,5138347063
"BRIGHTVIEW, LLC",1655 HOLLAND RD,Maumee,Ohio,43537-9999,4/1/2020,5138347063
"BRIGHTVIEW, LLC",446 MORGAN ST,Cincinnati,Ohio,45206-9999,4/1/2020,5138347063
"BRIGHTVIEW, LLC",4483 US NORTH 42,Mason,Ohio,45040-9999,4/1/2020,5138347063
BRIGHVIEW LLC,4660 ROBERTS RD,Columbus,Ohio,43228-9999,4/1/2020,5138347063
ALEF EDEN LLC,3580 NC HIGHWAY 14,Reidsville,North Carolina,27320-8746,7/1/2020,3365225095
LIMESTONE HEALTH LLC,4705 MEIJER CT,Lafayette,Indiana,47905-4684,3/1/2020,7657016060
BAART BEHAVIORAL HEALTH SERVICES,716 S CHASE ST,Port Angeles,Washington,98362-6122,4/9/2021,3603952976
BAART PROGRAMS PORT ANGELES,716 S CHASE ST,Port Angeles,Washington,98362-6122,1/1/2021,3603952976
BEHAVIORAL HEALTH NETWORK INC,119 NEW ATHOL RD,Orange,Massachusetts,01364-9603,1/1/2020,9782493403
BEHAVIORAL HEALTH NETWORK INC,21 KENWOOD ST,Greenfield,Massachusetts,01301-1973,1/1/2020,4132235072
BEHAVIORAL HEALTH NETWORK INC,395 LIBERTY ST,Springfield,Massachusetts,01104-3779,1/1/2020,4132721333
VCPHCS XII LLC,4157 CENTENNIAL BLVD,Colorado Springs,Colorado,80907-3767,1/1/2020,7195989750
CONNECTICUT COUNSELING CENTERS INC,285 KENSINGTON AVE,Meriden,Connecticut,06451-2017,1/1/2020,2036080205
ASCENT RECOVERY SOLUTIONS,634 FAIRVIEW RD,Simpsonville,South Carolina,29680-6707,4/2/2022,9107702222
STRONG RECOVERY,2613 W HENRIETTA RD,Rochester,New York,14623-2327,12/8/2020,5852794900
COLUMBIA RIVER MENTAL HEALTH SERVIC,6926 NE FOURTH PLAIN BLVD,Vancouver,Washington,98661-7254,1/1/2020,3609933000
VALLEY HEALTH ASSOCIATES,427 PAJARO ST,Salinas,California,93901-3459,3/3/2020,8314246655x19
WESTERN PACIFIC MED-CORP,7232 CANBY AVE,Reseda,California,91335-3006,1/1/2020,8187055561
MEDMARK TREATMENT CENTERS FAIRFIELD,1143 MISSOURI ST,Fairfield,California,94533-6007,1/1/2020,7074359911
NEPTUNE CLINICAL GROUP INC,822 CHICKAMAUGA AVE,Rossville,Georgia,30741-1407,4/22/2021,7068616458
COMPREHENSIVE BEHAVIORAL HEALTH CEN,2217 CHAMPA ST,Denver,Colorado,80205-2531,1/1/2020,7203989666x024509
COMPREHENSIVE BEHAVIORAL HEALTH INC,5300 W ALAMEDA AVE,Lakewood,Colorado,80226-3606,1/1/2020,3038854774
"THE BRIGHTON CENTER, INC.",2512 HARTE DR,Brighton,Michigan,48114-7002,3/10/2022,8102299220
"DAVIESS TREATMENT SERVICES, LLC",3032 HIGHWAY 144,Owensboro,Kentucky,42303-0288,1/1/2020,2706855029
PARKERSBURG TREATMENT CENTER LLC,184 HOLIDAY HILLS DR,Parkersburg,West Virginia,26104-8006,1/1/2020,3044202400
ADDICTION RESEACH AND TREATMENT INC,11900 AVALON BLVD,Los Angeles,California,90061-2867,1/1/2020,3232420500
"PINNACLE TREATMENT CENTERS OH-III,",87 CONSERVATORY DR,Barberton,Ohio,44203-4291,1/1/2020,2343340306
CHRISTIANSBURG COMPREHENSIVE TREATM,2100 ROANOKE ST,Christiansburg,Virginia,24073-2512,1/1/2020,5403223040
INSTITUTES FOR BEHAVIOR RESOURCES,2104 MARYLAND AVE,Baltimore,Maryland,21218-5612,1/1/2020,4107526080x112
AEGIS TREATMENT CENTERS LLC,614 W MANCHESTER BLVD,Inglewood,California,90301-1683,1/1/2020,3104120879
HAMPDEN HEALTH SOLUTIONS AT THE RAI,3612 FALLS RD,Baltimore,Maryland,21211-1869,1/1/2020,4104674357
"DREXEL COUNSELING SERVICES, INC.",936 E 93RD ST,Chicago,Illinois,60619-7814,4/8/2020,7733364430
ST. JOSEPH'S HOSPITAL YONKERS,175-20 HILLSIDE AVENUE,Jamaica,New York,11432-5773,7/9/2021,7185587230
ST. JOSEPH'S HOSPITAL YONKERS,211-221 POWELL ST,Brooklyn,New York,11212,7/9/2021,7184856000
ST. JOSEPH'S HOSPITAL YONKERS,480 ALABAMA AVE,Brooklyn,New York,11207-5706,7/9/2021,7184853400
ADDICTION RESEARCH AND TREATMENT IN,89 E MILL AVE,Porterville,California,93257-3808,1/1/2020,5598536222
INTENTIONAL LONGEVITY INC,370 N LOUISIANA AVE,Asheville,North Carolina,28806-3600,12/23/2021,8284123688x828505
PHOENIX HEALTH CENTER,217 E ANTIETAM ST,Hagerstown,Maryland,21740-5724,2/24/2021,2404200000
BNJ HEALTH SVCS LLC WASHINGTON BLVD,2701 WASHINGTON BLVD,Baltimore,Maryland,21230-1410,5/7/2021,4106247894
BHG XXXVII LLC,414 HOSPITAL DR,Clyde,North Carolina,28721-8026,1/1/2020,8284560560
"WILLIAMSON TREATMENT CENTER, LLC",1609 W 3RD AVE,Williamson,West Virginia,25661-3006,1/1/2020,3042350026
"METRO TREATMENT OF KENTUCKY, LP",1450 MADISON AVE,Covington,Kentucky,41011-3369,1/1/2020,8594444499
MEDICATION ASSISTED RECOVERY SERVIC,1101 ARROW POINT DR,Cedar Park,Texas,78613-7739,1/1/2020,5129867743
SERENITY TREATMENT AND COUNSELING C,19408 N CREEK DR,Lynwood,Illinois,60411-9608,1/1/2020,7082518952
BAYMARK HEALTH SERVICES OF OHIO,470 PIKE ST,Marietta,Ohio,45750-3328,10/1/2020,7402364452
"DMC MEMPHIS, LLC",3000 GETWELL RD,Memphis,Tennessee,38118-2205,1/4/2022,9014226000
ARS OF EPHRATA LLC,11 S STATE ST,Ephrata,Pennsylvania,17522-2410,8/20/2021,7177406910
METRO TREATMENT OF FLORIDA LP,2102 14TH ST W,Bradenton,Florida,34205-6351,1/1/2020,9418672660
"HEALTHQWEST, LLC",1233 EAGLES LANDING PKWY,Stockbridge,Georgia,30281-6399,1/1/2020,7704744009
"START TREATMENT & RECOVERY CENTERS,",937 FULTON ST,Brooklyn,New York,11238-2347,1/1/2020,7187891212
PORTER-STARKE SERVICES INC,1230 W STATE ROAD 2,La Porte,Indiana,46350-5549,1/1/2020,2195313500
"PORTER-STARKE SERVICES, INC",2507 CUMBERLAND DR,Valparaiso,Indiana,46383-2503,1/1/2020,2194764676
CORNERSTONE FAMILY HEALTHCARE,3 COMMERCIAL PL,Newburgh,New York,12550-5306,1/1/2020,8452202146
UNIVERSITY OF MARYLAND MEDICAL SYST,880 LINDEN AVE,Baltimore,Maryland,21201-4622,1/1/2020,4102258240
STANLEY STREET TREATMENT AND RESOUR,1010 S MAIN ST,Fall River,Massachusetts,02724-2855,1/1/2020,5082355010
"PYRAMID HEALTHCARE, INC.",2 SELLERS DRIVE,Altoona,Pennsylvania,16601-9306,8/13/2021,8142040059
MERIDIAN BEHAVIORAL HEALTHCARE INC,439 SW MICHIGAN ST,Lake City,Florida,32025-0440,1/1/2020,3864870800
LIFELINE TREATMENT SERVICES INC,10429 INTERNATIONAL BLVD,Oakland,California,94603-3221,1/21/2020,5107778448
"GLASS HEALTH PROGRAMS, INC",1361 BRASS MILL RD,Belcamp,Maryland,21017-1213,8/17/2022,4102739700
SOUTHWEST CAROLINA TREATMENT CENTER,341 W BELTLINE BLVD,Anderson,South Carolina,29625-1505,1/1/2020,8645271250
EL DORADO TEXAS COMMUNITY SERVICE C,954 E MADISON ST,Brownsville,Texas,78520-5950,1/1/2020,9565509970
CROSSROADS TREATMENT CENTER OF PETE,10543 S CRATER RD,Petersburg,Virginia,23805-7333,1/1/2020,8008056989
CENTER FOR TREATMENT AND RECOVERY,82 POND ST,Pawtucket,Rhode Island,02860-4462,1/1/2020,4017271287
A HELPING HAND,6401 DOGWOOD RD,Woodlawn,Maryland,21207-5176,5/26/2020,4106530021x5176
METRO TREATMENT OF UTAH LP,620 S 400 E,Saint George,Utah,84770-7065,1/1/2020,4356568918
METRO TREATMENT OF ALABAMA LP,6001 E SHIRLEY LN,Montgomery,Alabama,36117-1935,1/1/2020,3342441618
"SUNRISE DETOX III, LLC",2331 NE 53RD ST,Fort Lauderdale,Florida,33308-3235,4/3/2023,9544919700
MISSION TREATMENT CENTERS INC,617 N SCOTTSDALE RD,Scottsdale,Arizona,85257-4207,1/1/2020,4809903720
"COLUMBUS ADDICTION ASSOCIATES, LLC",5617 PRINCETON AVE,Columbus,Georgia,31904-3480,1/1/2020,7062577722
ADDICTION RESEARCH AND TREATMENT IN,1701 ZONAL AVE,Los Angeles,California,90033-1065,1/1/2020,3232236298
LARKIN COMMUNITY HOSPITAL BEHAVIORA,1201 N 37TH AVE,Hollywood,Florida,33021-5414,9/22/2022,7547775600
CENTER FOR BEHAVIORAL HEALTH KENTUC,1018 IVAL JAMES BLVD,Richmond,Kentucky,40475-8281,1/1/2020,8595751323
SOAR CORP,655 LOUIS DR,Warminster,Pennsylvania,18974-2825,7/8/2022,2154644450
COVERT ACTION LLC,1223 CENTER ST,Des Moines,Iowa,50309-1016,1/1/2020,5152186125
STATE OF THE HEART RECOVERY,203 CALIFORNIA ST NE,Albuquerque,New Mexico,87108-1802,3/26/2021,5053088296
BHG LVII LLC,86 BEACH ST,Westerly,Rhode Island,02891-2718,8/1/2020,4015960969
SIUH OPIOID TREATMENT PROGRAM,111 WATER ST,Staten Island,New York,10304-2709,1/23/2021,7182264990
SIUH OPIOID TREATMENT PROGRAM,392 SEGUINE AVE,Staten Island,New York,10309-3906,1/23/2021,7182263815
SIUH OPIOID TREATMENT PROGRAM,567 E 105TH ST,Brooklyn,New York,11236-2213,1/23/2021,7182264930
ELDORADO COMMUNITY SERVICE CENTER,4450 W CENTURY BLVD,Inglewood,California,90304-1504,2/12/2020,3106710555
GROUNDSWELL LLC,28314 CALVERT RD,Tomball,Texas,77377-6167,5/1/2020,2813518585
GROUNDSWELL LLC,4300 SOUTH PADRE ISLAND DRIVE SUITE 3-3,Corpus Christi,Texas,78411-4433,5/1/2020,3618148107
SAN DIEGO HEALTH ALLIANCE,7545 METROPOLITAN DR,San Diego,California,92108-4402,1/1/2020,6197189890
ADVANCED TREATMENT SYSTEMS LLC,3030 CHESTNUT ST,Lebanon,Pennsylvania,17042-2518,1/1/2020,7172738000
AEGIS TREATMENT CENTERS LLC,1947 N CALIFORNIA ST,Stockton,California,95204-6029,1/1/2020,2094630870
ESPER TREATMENT CENTER INC,25 W 18TH ST,Erie,Pennsylvania,16501-2101,1/1/2020,8144590817
BHG XXV LLC,368 S MAYO TRL,Pikeville,Kentucky,41501-1522,1/1/2020,6064370047
BAYMARK HEALTH SERVICES OF UTAH,164 E 5900 S,Murray,Utah,84107-7256,1/1/2020,8012615790
METRO TREATMENT OF NEW MEXICO LP,9421 COORS BLVD NW STE J&K,Albuquerque,New Mexico,87114-5025,1/1/2020,5054452400
NAGS HEAD TREATMENT CENTER,2224 S CROATAN HWY,Nags Head,North Carolina,27959-8813,12/28/2022,2527156556
CHILTON COUNTY TREATMENT CENTER,2100 HOLIDAY INN DR,Clanton,Alabama,35046-6200,1/1/2020,2057554300
DISCOVERY HOUSE CU LLC,214 AIRPORT RD,Clearfield,Pennsylvania,16830-6126,1/1/2020,8147687575
DISCOVERY HOUSE WC INC,12 BEECH ST,Calais,Maine,04619-1203,1/1/2020,2074541300
HUMANISTIC ALTERNATIVES TO ADDICTIO,10850 MACARTHUR BLVD,Oakland,California,94605-5266,1/1/2020,5108752300
"METRO TREATMENT OF FLORIDA, LP",2420 S HWY 29,Cantonment,Florida,32533-5808,1/1/2020,8509683565
"CENTER OF HOPE OF MYRTLE BEACH, LLC",104 GEORGE BISHOP PKWY,Myrtle Beach,South Carolina,29579-7335,1/1/2020,8008056989
AMERICAN HABITARE AND COUNSELING IN,687 FRELINGHUYSEN AVE,Newark,New Jersey,07114-1349,3/26/2020,9737990508x211
GREAT HEIGHTS OTP,1473 RING RD,Calumet City,Illinois,60409-5459,1/1/2020,7088628156
EVEXIA HEALTH SERVICES CORONA,109 E 11TH ST,Corona,California,92879-2157,11/1/2020,9514273482
"PINNACLE TREATMENT CENTERS OH-II, L",606 CENTRAL CTR,Chillicothe,Ohio,45601-2248,1/1/2020,7407713553
"PINNACLE TREATMENT CENTERS OH-VIII,",3622 BELMONT AVE,Youngstown,Ohio,44505-1444,1/1/2020,2347191885
PISGAH RECOVERY SERVICES,1637 S MAIN ST,Waynesville,North Carolina,28786-6821,3/29/2021,8282469828
EVEREST RECOVERY CENTERS - MAINE,2 LEHNER RD,Saco,Maine,04072-1836,1/10/2023,2073000010
BEXAR COUNTY BOARD OF TRUSTEES FOR,601 N FRIO ST BLDG 2,San Antonio,Texas,78207-3011,1/1/2020,2102613001
GREENWICH HOUSE INC,190 MERCER ST,New York,New York,10012-1502,1/1/2020,2126773400
ADDICTION RESEARCH AND TREATMENT IN,3707 SUNSET LN,Antioch,California,94509-6101,1/1/2020,9255220124
ADDICTION RESEARCH AND TREATMENT IN,1313 CUTTING BLVD,Richmond,California,94804-2554,1/1/2020,5102320874
THERAPEUTIC HEALTH SERVICES,1412 140TH PL NE,Bellevue,Washington,98007-3915,3/27/2023,4257477892
IMPERIAL VALLEY MEDICAL CLINIC INC,535 CESAR CHAVEZ BLVD,Calexico,California,92231-2103,1/1/2020,7603576566
"VCPHCS VI, LLC","2829 4TH AVE, STE 200",Lake Charles,Louisiana,70601-7834,1/1/2020,3374338281
"HEALTHQWEST, LLC",2109 FAIRBURN RD,Douglasville,Georgia,30135-1037,1/1/2020,7707267958
VCPHCS IX LLC,2410 CHARLOTTE AVE,Nashville,Tennessee,37203-1517,1/1/2020,6153212575
ALTERNATIVE OPIATE TREATMENT PROGRA,1401 E RUSK ST,Jacksonville,Texas,75766-3400,1/1/2020,9032846802
ATS OF CECIL COUNTY LLC,"14701 NATIONAL HWY SUITE 5,6,1B",Lavale,Maryland,21502-6574,1/1/2020,3016870940
AEGIS TREATMENT CENTERS LLC,1825 W THELBORN ST,West Covina,California,91790-1434,1/1/2020,6269153844
AEGIS TREATMENT CENTERS LLC,11776 MARIPOSA RD,Hesperia,California,92345-1622,1/1/2020,7609562462
COLORADO TREATMENT SERVICES LLC,5360 N ACADEMY BLVD,Colorado Springs,Colorado,80918-4038,6/13/2020,7194342061
PYRAMID HEALTHCARE INC.,104 DAVIES DR,York,Pennsylvania,17402-8605,8/13/2021,7178402300
MERRIMACK RIVER MEDICAL SERVICES,18 MOLLISON WAY,Lewiston,Maine,04240-5811,1/1/2020,6035953399
MERRIMACK RIVER MEDICAL SERVICES,323 DERRY RD,Hudson,New Hampshire,03051-3020,1/1/2020,6035953399
"METRO TREATMENT OF FLORIDA, LP","2770 DAVIS BLVD, STE 90",Naples,Florida,34104-4371,1/1/2020,2392800487
AMS OF WISCONSIN LLC,505 S WASHBURN ST,Oshkosh,Wisconsin,54904-7949,10/10/2020,9202322332
PINNACLE TREATMENT CENTERS NJ-III L,3444 QUAKERBRIDGE RD,Hamilton,New Jersey,08619-1204,1/1/2020,6098389067
"WCHS, INC",516 E 1ST ST,Aberdeen,Washington,98520-4106,1/1/2020,3603504010
BAYMARK HEALTH SERVICES OF OHIO,2500 STATE ROUTE 59,Kent,Ohio,44240-7105,10/1/2020,3305524000
BAYMARK HEALTH SERVICES OF OHIO,1521 WALMART DR,Lebanon,Ohio,45036-8359,10/1/2020,5133317034
MIDDLE TENNESSEE TREATMENT CENTERS,589 STEWARTS FERRY PIKE,Nashville,Tennessee,37214-3414,2/15/2022,6292550516
FOCUS RECOVERY CENTER,801 TOLL HOUSE AVE.,Frederick,Maryland,21701,6/16/2022,3012289641
CFSATC INC,1800 W COLONIAL DR,Orlando,Florida,32804-7012,1/1/2020,4078723000
SACRED HEART REHAB CTR INC,400 STODDARD RD,Richmond,Michigan,48062-2505,1/1/2020,8103922167
GRACE MEDICAL CENTER INC,2401 W BALTIMORE STREET,Baltimore,Maryland,21223-2134,1/25/2020,4103834962
"JSAS HEALTHCARE, INC.",685 NEPTUNE BLVD,Neptune,New Jersey,07753-4118,1/5/2021,7329888877x1114
WESTERN PACIFIC MED-CORP,218 E COMMONWEALTH AVE,Fullerton,California,92832-1911,1/1/2020,7149925475
MARION COUNTY TREATMENT CENTER,1879 MILITARY ST S,Hamilton,Alabama,35570-6618,1/1/2020,2059210790
MISSION TREATMENT SERVICES INC,8898 CLAIREMONT MESA BLVD,San Diego,California,92123-1127,1/1/2020,8587151211
WEST COUNTY MEDICAL CORPORATION,2272 PACIFIC AVE,Long Beach,California,90806-4312,1/24/2020,5624278018
"THE LENNARD CLINIC, INC",850 WOODRUFF LN,Elizabeth,New Jersey,07201-2022,1/1/2020,9083520850
SOUTHERN OKLAHOMA TREATMENT SERVICE,1307 SW WASHINGTON AVE,Lawton,Oklahoma,73501-7231,1/1/2020,5803557500
JACKSONVILLE TREATMENT CENTER,291 HUFF DR,Jacksonville,North Carolina,28546-7370,1/1/2020,9103472205
CROSSROADS TREATMENT CENTER OF WINC,500 PEGASUS COURT BUSINESS CENTER,Winchester,Virginia,22602,1/1/2020,8008056989
FAMILY GUIDANCE CENTERS INC,2630 S WABASH AVE,Chicago,Illinois,60616-2825,4/1/2020,3128083218
"C.O.R.E. MEDICAL CLINIC, INC.",3990 INDUSTRIAL BLVD,West Sacramento,California,95691-3430,1/1/2020,9167960020x412
"PINNACLE TREATMENT CENTERS VA-I, LL",4906 RADFORD AVE,Richmond,Virginia,23230-3512,1/1/2020,8043541996
CODA INC,2367 S ROOSEVELT DR,Seaside,Oregon,97138-6550,1/1/2020,9713203130
COMMUNITY MEDICAL SERVICES ARIZONA-,501 W 8TH ST,Yuma,Arizona,85364-2956,1/1/2020,9282913565
CENTER FOR BEHAVIORAL HEALTH IDAHO,2426 N MERRITT CREEK LOOP,Coeur D Alene,Idaho,83814-4961,1/1/2020,2082965385
AEGIS TREATMENT CENTERS LLC,11041 VALLEY BLVD,El Monte,California,91731-2516,1/1/2020,6264424177
"BPH, INC.",4109 RITCHIE HWY,Brooklyn,Maryland,21225-2703,10/13/2020,4106090040
"METRO TREATMENT OF FLORIDA, LP",1823 BUSINESS PARK BLVD,Daytona Beach,Florida,32114-1230,1/1/2020,3862541931
CENTER FOR BEHAVIORAL HEALTH IDAHO,92 S COLE RD,Boise,Idaho,83709-0930,1/1/2020,2083765021
THE HEALTH AND HOSPITAL CORPORATION,832 N MERIDIAN ST,Indianapolis,Indiana,46204-1108,1/1/2020,3176865634
"DUNDALK HEALTH SERVICES, INC",6706 HOLABIRD AVE,Baltimore,Maryland,21222-1047,1/1/2020,4106502413
"CLARKSVILLE TREATMENT CENTER, LLC",495 DUNLOP LN,Clarksville,Tennessee,37040-5296,12/22/2020,9313476385
COMPREHENSIVE HEALTH AND ATTITUDE,270 WAIEHU BEACH RD,Wailuku,Hawaii,96793-1472,1/1/2020,8082498784
